name,endereco,bairro,cep,cidade,estado,pais,telefone,nome_fantasia,email,site,cnpj
FUNDAÇÃO AMERICANENSE DE EDUCAÇÃO E CULTURA,Rua Icaraí - 100 -,JD IPIRANGA,1345000,Americana,SP,Brasil,19-32668377,FAEC,,,
FUNDACAO AGAPE LAR E ABRIGO DE CAMBORIU,RUA OSWALDO MINELA - 2000 -,CEDRO,88340000,Camboriú,SC,Brasil,47-33652219,AGAPE LAR E ABRIGO,tioliscas@yahoo.com.br,http://br.geocities.com/seu_anuncio/Agape.html,7895072000193
Associação Cristã Feminina,Avenida Vicente Machado - 1243 -,Batel,80420010,Curitiba,PR,Brasil,41-32232212,,,,
Ação Socia Arquidiocesana ASA,Rua Além Paraíba - 208 -,Lagoinha,31210120,Belo Horizonte,MG,Brasil,31-34238966,,,,
Associação Comunitária Mundo Melhor,"Rua Filomena Cassaroto Donegá, nº 35 - Salas 02 e 03 - 35 - Chácara Nova Odessa",Mogi Guaçu,13848037,Mogi Guaçu,SP,Brasil,19-38615994,Mundo Melhor,acmm.mundo@itelefonica.com.br,,
Associação de Pais e Amigos dos Excepcionais de Auriflama,Rua Clemente Antunes Costa - 63-129 -,Santa Maria,15350000,Auriflama,SP,Brasil,17-34821735,APAE de Auriflama,apae.auriflama@superig.com.br,,
Casa do Artesão,São João da Barra - 1 - Praça São João Batista,centro,28200000,São João da Barra,RJ,Brasil,22-27411539,Casa do Artesão Alcimar Simões Bomgosto,demaci@ig.com.br,,
Associação de Pais e Amigos dos Excepcionais-APAE,RUA MACEIÓ - 173 -,CENTENÁRIO,37270000,Campo Belo,MG,Brasil,35-38321000,Associação de Pais e Amigos dos Excepcionais,apaecbelo@stratus.com.br,,
Sociedade Eunice Weaver de Juiz de Fora,Rua Eunice Weaver - s/n -,Carlos Chagas,36081240,Juiz de Fora,MG,Brasil,32-3221-3115,,,,
abrigo a velhice desampara auta loureiro machado,rua joão rodrigues filho - 425 -,centro,29156900,Cariacica,ES,Brasil,27-32541449,avedalma,avedalma@terra.com.br,,
Associação Italiana Coral São José de Botuverá,Rua Pe Carlos Enderlin - 30 -,Centro,88370000,Botuverá,SC,Brasil,47-33591119,Coral Giuseppe Verdi,coralgiuseppeverdi@coralgiuseppeverdi.com.br,www.coralgiuseppeverdi.com.br,5700383000124
Associação de Pais e Amigos dos Excepcionais de Veranópolis,Rua São Francisco de Assis - 237 -,Centro,95330000,Veranópolis,RS,Brasil,54-3441-7167,APAE DE VERANOPOLIS,verapae@brturbo.com.br,,
COLEGIO CAMPO SALLES,Rua Nossa Senhora da Lapa - 270 -,Lapa,5072000,São Paulo,SP,Brasil,11-36497000,-0,cs@cs.g12.br,www.cs.g12.br,60746203000153
APAE DE AGUDO,AVENIDA - 1194 - CASA,CENTRO,96540000,Agudo,RS,Brasil,55-32652205,APAE AGUDO,apaeagudo@terra.com.br,,
Centro de Assistência Social de Capão Bonito,Rua Minas Gerais - sn -,Bela Vista,18301000,Capão Bonito,SP,Brasil,15-35421520,,,,
Associação de Pais e Amigos dos Excepcionais de Cunha,Av. Padre Rodolfo - 214 - Predio,Alto do Cruzeiro,12530000,Cunha,SP,Brasil,12-31113142,Apae de Cunha,apaedecunha@yahoo.com.br,www.cunha.apaebrasil.org.br,47552708000119
INSTITUTO ONDA GOMES,RUA QUINZE DE NOVEMBRO - 201 -,CENTRO,36200074,Barbacena,MG,Brasil,32-33310036,ONDA GOMES,bc.contabil@hotmail.com,,
Abrigo Frei Anselmo da SSVP,Av. Frei Anselmo - 687 - casa,Divineia,38610000,Unaí,MG,Brasil,38-36763229,Abrigo Frei Anselmo,abrigofreianselmo@hotmail.com.br,,
ASSOCIAÇÃO CULTURAL SETIMO DEGRAU PRODUÇÕES ARTISTICAS,rua xv novembro 148 - 148 - 5,CENTRO,36200074,Barbacena,MG,Brasil,32-91626748,SETIMO DEGRAU,phkelmann@gmail.com,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BANDEIRANTES,RUA ANTÔNIO ALVARES TORRES - 50 -,JD PARAISO,86360000,Bandeirantes,PR,Brasil,43-35424544,APAE DE BANDEIRANTES,bandeirantes.pr@apaebrasil.org.br,,
"Abrigo ""Jesus, Esperança e Vida""",Rua Frutuoso Pereira de Moraes - S/Nº - Vila Adriana,Bico do Pato,11950000,Cajati,SP,Brasil,13-3854-2047,"Abrigo Jesus, Esperança e Vida",,,
Academia Veranense de Assistencia Educação e Cultura,Rua Saul Irineu Farina - 160 -,Sao Peregrino,95330000,Veranópolis,RS,Brasil,54-34413700,AVAEC,hcspl@hcspl.com.br,,
ABCC ASSOCIAÇÃO BENEFICENTE CRISTA DE CONTAGEM,RUA FRANCISCO MIGUEL - 82 -,CENTRO,32041250,Contagem,MG,Brasil,31-33983486,ABCC ASSOCIAÇÃO BENEFICENTE CRISTA DE CONTAGEM,abcccontagem@yahoo.com.br,,
Clube de Mães da Comunidade de Santa Efigênia,"Rua Melo Franco, - 128 -",Santa Efigênia,35460000,Brumadinho,MG,Brasil,31-96228970,Clube de Mães da Comunidade de Santa Efigênia,,,
Fundação Vovó do Mangue,Praça Conselheiro Antonio Rebouças - 16 - AAM,Centro,44420000,Maragogipe,BA,Brasil,75-99772702,Fundação Vovó do Mangue,vdm@vovodomangue.org.br,www.vovodomangue.org.br,2225857000135
AÇÃO DA CIDADANIA DE BOTUCATU - SP,Av. Vital Brasil - 743A -,Vila São Lúcio,18603193,Botucatu,SP,Brasil,14-38152921,AÇÃO DA CIDADANIA,msylviaferreira@uol.com.br,,
Abrigo Dispensário Professor Pedro Gurgel,Rua João Diniz - 17 -,Paraíba,59300000,Caicó,RN,Brasil,84-34211639,Abrigo Dispensário Professor Pedro Gurgel,alcineliasantos@yahoo.com.br,,
ASSOCIAÇÃO CULTURAL EDUCATIVA E DE ASSISTENCIA SOCIAL,AVENIDA RIO DOCE - 2813 -,ILHA DOS ARAUJOS,35020500,Governador Valadares,MG,Brasil,33-32752024,COLEGIO NOSSA SENHORA DE LOURDES,lessandra.insl@yahoo.com.br,www.colegiolourdinas.com.br,20607313000110
ASSOCIAÇÃO COMUNITÁRIA SAL DA TERRA,RUA ANTONIO AUSTREGESILO - 90 -,INHAÚMA,21061300,Rio de Janeiro,RJ,Brasil,21-25617815,,,,
ONG USUAR - USUARIOS CONTINUOS DE REMEDIOS,Rua Prof. Santos Roscoe - 125 - casa,Belvedere,30320500,Belo Horizonte,MG,Brasil,31-3355 1122,ONG USUAR FARMA,ongusuarfarma@ongusuarfarma.org.br,www.ongusuarfarma.org.br,5269870000184
DISPENSARIO SAO VICENTE DE PAULO,AV. BRASIL - 1070 -,BRASIL,38705166,Patos de Minas,MG,Brasil,34-38212711,,,,
ABRIGO DO MARINHEIRO,"Rua Teófilo Otoni - 52 - Salas 1.301, 1.302 e 1.304 a 1.310",CENTRO,20090070,Rio de Janeiro,RJ,Brasil,21-22337003,,,,
Associação Pestalozzi de Várzea Grande,Rua Sebastião dos Anjos - 740 -,Construmat,78115210,Várzea Grande,MT,Brasil,65-36857994,Pestalozzi Varzeagrandense,aspvg10@yahoo.com.br,,
ASSOCIAÇÃO BENEFICENTE BOM SAMARITANO,PRAÇA SETE DE SETEMBRO - 285 - TERREO,ZONA 04,87015290,Maringá,PR,Brasil,44-32206000,ASSOCIAÇÃO BOM SAMARITANO,contabilidade@hsr.org.br,,
Instituto de Desenvolvimento e Pesquisas do Meio Ambiente e Atividades Esportivas,ESTRADA VARIANTE FILGUEIRA JUNQUEIRA - 54 - CASA,CASA,CASA,Mangaratiba,RJ,Brasil,21-27890657,Instituto Idema,suporteidema@yahoo.com.br,www.idema.org.br,7230999000104
"Fundação Educacional, Assistencial e de Proteção ao Meio Ambiente",Rodovia Municipal FMA 143 - km 01 - CAIXA POSTAL 91 - -,ZONA RURAL,35570000,Formiga,MG,Brasil,37-99192974,FEAMA,feama@feama.com.br,www.feama.com.br,4813536000187
ASSOC. DE PAIS E AMIGOS DOS EXC DE AP. DE GOIANIA,RUA XERENTES - SN - QD AREA,JD MARIA INES,74980000,Aparecida de Goiânia,GO,Brasil,62-32801513,,,,
associação de pais e amigos dos excepcionais,avenida sargento mário nogueira vaz - 4461 - zona urbana,centro,78969000,Alvorada DOeste,RO,Brasil,69-34122633,apae de alvorada do oeste,apaealvorada@hotmail.com,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE DOIS CÓRREGOS APAE,RUA: ORESTES APARECIDO PÉSCIO - 113 -,PQ APARÍCIO DE BARROS FAGUNDES,17300000,Dois Córregos,SP,Brasil,14-36529600,APAE DOIS CÓRREGOS,doiscorregos@apaesaopaulo.org.br,,
associação comunitaria e agropastoril dos pequenos produtores abandonados da fazenda oiteiro e região,fazenda oiteiro - -,,48800000,Monte Santo,BA,Brasil,75-3275 1123,,,,
instituto de pesquisa socio economica do trabalhador da economia informal,rua alcindo guanabara - 17 a 21 - 19 ?pavimento,centro,20031130,Rio de Janeiro,RJ,Brasil,21-25327035,ipest do brasil,ipestpesquisas@hotmail.com,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,RUA NICO DE OLIVEIRA - 477 -,CENTRO,96470000,Pinheiro Machado,RS,Brasil,53-32481906,APAE,piloto@supersul.com.br,,
Força Comunitária Nacional,Avenida João Barreto de Menezes - 997 - casa 2,Vl. Sta. Catarina,4370000,São Paulo,SP,Brasil,11-56725906,Olhar pela Vida,olharpelavida@yahoo.com.br,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,RUA MELVIN JONES - 136 - ESCOLA,CAMPO ALEGRE,36400000,Conselheiro Lafaiete,MG,Brasil,31-37615511,APAE,apaecl@viareal.com.br,,
Instituto Cultural Brasil Estados Unidos,Rua da Bahia - 1723 -,Lourdes,30160011,Belo Horizonte,MG,Brasil,31-32485000,ICBEU-BH,gerencia@icbeu.com.br,www.icbeu.com.br,17216490000160
Associação de Travestis e transexuais do RS,Praça Osvaldo Cruz - 15 - 1214,Centro,90030160,Porto Alegre,RS,Brasil,51-32113849,Igualdade RS,aigualdade@bol.com.br,www.aigualdade.org.br,3352769000167
SOCIEDADE AMIGOS DE BAIRRO DO JARAGUÁ,RUA OLIMPIA INÁCIA DE MORAES - 13 -,JARAGUÁ,11660490,Caraguatatuba,SP,Brasil,12-38878812,SABAJ,,,
ASSOCIAÇÃO DE AMIGOS DOS DEFICIENTES FISICOS DE BOQUIM,RUA JOSE SIMOES FREIRE - 165 - CASA,CENTRO,49360000,Boquim,SE,Brasil,79-35223522,ADEFIB,adefib@hotmail.com,,
CENTRO DE EDUCAÇÃO INFANTIL NOSSA CASINHA,Rua Brás de Ávila Lima - 546 -,Zequinha Amendola,14781246,Barretos,SP,Brasil,17-33227905,CENTRO DE EDUCAÇÃO INFANTIL NOSSA CASINHA,arbitragem@serconbarretos.com.br,,
Associação de Pais e Amigos dos Exc. de Dte do Norte,Avenida Parana - 919 -,Centro,87990000,Diamante do Norte,PR,Brasil,44-34291458,-----,diamantedonorte@apaebrasil.org.br,http://diamantedonorte.apaebrasil.org.br/,1085193000193
ASPT - AÇÃO SOCIAL DA PARÓQUIA DE TAQUARITUBA,Rua Julio Antonio Dognani - 820 - casa,Aleixos,18740000,Taquarituba,SP,Brasil,14-3762 2283,,,,
ASSOCIAÇÃO DA UNIAO DOS IDOSOS CHARQUEADENSE,MANOEL PINTO - 99 -,CENTRO,96745000,Charqueadas,RS,Brasil,51-36581562,ADUIC,rose@escritoriosoma.com.br,,
Santa Casa de Misericórdia de São Joaquim da Barra,Rua Piratininga - 1221 -,Centro,14600000,São Joaquim da Barra,SP,Brasil,16-38104000,Não,regina.contabil@gruposantacasa.com.br,www.gruposantacasa.com.br,59849182000112
Ação Social Comunitária do Lageado Joilson deJesus,Estrada do Lageado Velho - 533 -,Guaianases,8451000,São Paulo,SP,Brasil,11-65577238,Joilson de Jesus,lageadosp@uol.com.br,,
Associação de Pais e Amigos dos Excepcionais de Júlio de Castilhos,Av. Jorge Mascaranhas - 188 - casa,centro,98130000,Júlio de Castilhos,RS,Brasil,55-3271-1539,APAE- JC,apaejc@bol.com.br,,
Instituto Floravida,"Rodovia Eduardo Zuccari km 21,5 - 0 -",Zona Rural,18603970,Botucatu,SP,Brasil,14-38154255,,,,
Escola Intermediaria Cora Faria Duarte,Rua Eduardo Jordão - 128 -,Vila Caxias,36660000,Além Paraíba,MG,Brasil,32-34621427,APAE de Além Paraíba,apae@apaealemparaiba.org.br,,
Associação Comunitaria dos Pequenos Agricultoresda Fazenda Poço Dantas,Avenida Centenaria da Republica - s/n -,,48800000,Monte Santo,BA,Brasil,75-3275 1123,,,,
Abrigo Jesus,Rua Costa Sena - 959 -,Padre Eustáquio,30720350,Belo Horizonte,MG,Brasil,31-3462-9564,,,,
INSTITUTO RAIZ DO FUTURO,RUA FERNANDO GALIANE - SN - LT 15 QD 160,JARDIM CATARINA,24716360,São Gonçalo,RJ,Brasil,21-26289476,INSTITUTO RAIZ DO FUTURO,valeria.alcantara@superig.com.br,,
ASSOCIAÇÃO BENEFICENTE EDUCACIONAL NOVA ESPERANÇA,ESTRADA DA CACUIA Nº 475 - 475 -,ILHA DO GOVERNADOR,21921000,Rio de Janeiro,RJ,Brasil,21-24672399,ABENE,zairacarmo@yahoo.com.br,,
SOCIEDADE LAR ESPERANÇA E SABEDORIA,RUA ANTONIO C COUTINHO - 340 -,CENTRO,96745000,Charqueadas,RS,Brasil,51-36582966,,,,
Associacao da Casa da Criança de jardinópolis,Rua Saldanha Marinho - 507 -,Vila Paulista,14680000,Jardinópolis,SP,Brasil,16-36634469,,,,
Instituto Brasileiro de Direito Eletrônico,Rua 16 de Março - 158 - Sljs 01 e 04,Centro,25620040,Petrópolis,RJ,Brasil,21-25328297,,,,
Sociedade Beneficente Israelita Brasileira Talmud Thorá,Rua Talmud Thorá - 296 -,Bom Retiro,1126020,São Paulo,SP,Brasil,11-3331-3251,Talmud Thorá,sonia@lubavitch.org.br,,
ASSOCIAÇAO SAGRADA FAMILIA,RUA RIO TAMANDUATEI - 199 -,JD NOVA ITAQUA,8599320,Itaquaquecetuba,SP,Brasil,11-6855-3703,ASSOCIACAO SAGRADA FAMILIA,ASSOCIACAOSF@IG.COM.BR,ASAGRADAFAMILIA.COM.BR,4345280000120
ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS,RUA DA VARGINHA - - SN,ENTROCAMENTO,48790000,Tucano,BA,Brasil,75-81337326,APAE,apaetucano@lrsinformatica.com.br,,
Centro Espírita Luz e Caridade,Praça Nilo Cruzoé - 28 -,Conceição,44400000,Nazaré,BA,Brasil,75-3636 2899,Centro Espírita Luz e Caridade (Nazaré),almoura2@terra.com.br,,
Associação Comunitária do Bairro da Felicidade,Rua Oito - 87 - B,Jardim Felicidade,31770080,Belo Horizonte,MG,Brasil,31-34346370,ABAFE,abafe@abafe.org.br,www.abafe.org.br,22643837000191
Casa da Amizade das Senhoras dos Rotarianos,Rua Capitao Amorim - sn - Centro,Centro,98170000,Tupanciretã,RS,Brasil,55-32721126,Casa da Amizade,jm.farias@hotmail.com,,
Associação Serra da Mantiqueira,Praça Benedito Marcondes Raposo - 27 - C-3,Centro,12450000,Santo Antônio do Pinhal,SP,Brasil,12-9778-4700,ASEMAN,jgmartinsjr@uol.com.br,,
ORGANIZAÇÃO FILANTRÓPICA,TV ANÔNIO SOARES DA SILVA - 1123 -,ALTO,62823000,Jaguaruana,CE,Brasil,88-3418-1433,ASSOCIAÇÃO FUTURO DA CRIANÇA,afcrianca@hotmail.com,,
ESCOLA DE FORMAÇÃO DE GUARDAS MIRINS DE JACAREZINHO,ANTONIO LEMOS - 908 - FUNDOS,CENTRO,86400000,Jacarezinho,PR,Brasil,43-39113111,GUARDA MIRIM,lf.angelo@uol.com.br,,
Associação Paulista de Imprensa,Rua Álvares Machado - 22 - 3º andar,Centro,01501-03,São Paulo,SP,Brasil,11-32424004,Associação Paulista de Imprensa,comunicacao@api.org.br,www.api.org.br,62658802000140
ASS. DOS MORAD. DA COM. DE STA. AMALIA,RUA SANTA AMALIA - 127 -,TABULEIRO DO MARTINS,57080000,Maceió,AL,Brasil,82-33423358,AMACOSA,amocosa@bol.com.br,,
UNIAO ESPIRITA BEZERRA DE MENEZES,RUA ALLAN KARDEC - 45 -,CENTRO,57480000,Delmiro Gouveia,AL,Brasil,82-36411523,,,,
Fundação Patobranquense do Bem Estar - Fundabem,Rodovia BR 158 - KM 537 - -,DalRoss,85501970,Pato Branco,PR,Brasil,46-32242934,FUNDABEM,fundabempb@hotmail.com,www.fundabem.org,77013506000160
INSTITUTO MAFER,RUA PREFEITO YEDO FIÚZA - 547 -,INDEPENDENCIA,25645520,Petrópolis,RJ,Brasil,24-22310024,LAR SANTA CATARINA,larsantacatarina@bol.com.br,,
ASSOCIAÇÃO DE BOMBEIROS COMUNITÁRIOS DE VIDEIRA,LARGO DA ESTAÇÃO FERROVIÁRIA - SN -,CENTRO,89560000,Videira,SC,Brasil,49-35667306,,,,
SELETA SOCIEDADE CARITATIVA E HUMANITÁRIA,RUA JOAQUIM FERNANDES DA SILVA - 356 - SEDE DA ENTIDADE,CENTRO,79730000,Glória de Dourados,MS,Brasil,67-34661601,SELETA,coronelniz@hotmail.com,,
Associação para o Desenvolvimento dos Autistas em Campinas,Rua Padre Francisco de Abreu Sampaio - 349 -,Parque Itália,13036140,Campinas,SP,Brasil,19-32727889,,,,
FUNDAÇÃO DE SALVAMENTO AQUÁTIO DE SANTA CATARINA,Rua: Uruguai - 440 -,Nações,88338170,Balneário Camboriú,SC,Brasil,47-33606173,FUNSALVASC,funsalvasc@funsalvasc.org.br,http://www.funsalvasc.org.br,4182057000100
Associação do Adolescente Nova Vida,Rua Marcirio José Pereira - 120 -,Primavera,93320010,Novo Hamburgo,RS,Brasil,51-35825269,,,,
ASSOCIAÇÃO ANTONIO E MARCOS CAVANIS,Rua Visconde do Rio Branco - 1 - Caixa postal 25,CENTRO,84165470,Castro,PR,Brasil,42-32333464,INTERNATO SANTA CRUZ,valdecirpavan@hotmail.com,http://www.cavanis.org.br,75637256000103
"centro de educação, cultura e integração social de são paulo",GEORG RIEMANN - 225 -,JD. SÃO NICOLAU,3685040,São Paulo,SP,Brasil,11-65870161,CEISP,ceisp.@terra.com.br,,
Conselho Centralde Brumadinho- MG-SSVP,rua joao fernandes do carmo - 105 - -0,centro,35460000,Brumadinho,MG,Brasil,31-35711698,Conselho Central de Brumadinho-MG- SSVP,thiagocristiano22@hotmail.com,,
Associação Beneficente Centro de Convivencia do Idoso Fuad Assad,Avenida Thirso Martins - 75 -,jardim do sol,14980000,Sales,SP,Brasil,17-3557-1255,Assoc Benef Centro Conv Idoso Fuad Assad,camsales@ig.com.br,,
REDE BRASILEIRA DE COOPERAÇÃO AO DESENVOLVIMENTO,Rua Antonio de Barros - 61 -,Monte Líbano,79004590,Campo Grande,MS,Brasil,61-30251501,UNEPE,unepe@unepe.org.br,www.unepe.org.br,16416539000166
Instituição Beneficente Educacional Nosso lar,Avenida 30 - 1210 -,Santana,13500550,Rio Claro,SP,Brasil,19-35243634,Nosso Lar,nossolar@vivax.com.br,,
AÇÃO SOCIAL PAROQUIAL DE INGLESES,RUA DOM JOAO BECKER - 41 -,INGLESES,88058600,Florianópolis,SC,Brasil,48-32699227,ASPI,onixjp@terra.com.br,,
ASSOCIACAO DOS IDOSOS ESPERANCA,RUA DOM JOAO BECKER - 41 -,RIO VERMELHO,88058600,Florianópolis,SC,Brasil,48-32699227,AIE,onixjp@terra.com.br,,
CRECHE ESCOLA COMUNITÁRIA FRUTOS DE MÃES,RUA LOPES TROVÃO - 107 A -,MASSARANDUBA,40435000,Salvador,BA,Brasil,71-33137143,,,,
Creche Espirita Caminho Redentor,Av.VI Chacara 116 - s/n -,Nova Esperança,78098555,Cuiabá,MT,Brasil,65-3627 4037,Casas Caminho Redentor,rinaldi@ufmt.br,,
Associação de Pais e Amigos dos Excepcionais,Av. Dr. Roberto Rios - 999 -,Jockey Club,14787170,Barretos,SP,Brasil,17-33217810,,,,
Obras Assistenciais Dr Ismael Alonso Y Alonso,Rua Tarsila do Amaral - 550 -,Recreio Campo Belo,14409422,Franca,SP,Brasil,16-37054411,,,,
Centro Comunitário Católico e Obras Sociais Oscar Romero,Rua José Mauro Mendonça - 279 -,Jardim Santa Lucia,4475310,São Paulo,SP,Brasil,11-56740761,,,,
CACNSC - CENTRO ASSISTENCIAL DE CARIDADE NOSSA SENHORA DA CONCEIÇÃO,RUA EXP MENELAU C. DOS SANTOS - 346 -,CANTA GALO,89160000,Rio do Sul,SC,Brasil,47-35250275,CACNSC - CENTRO ASSISTENCIAL DE CARIDADE NOSSA SENHORA DA CONCEIÇÃO,cacnsc@hotmail.com,www.cacnsc.org.br,1457519000166
Centro Educacional Imaculada Conceição,Rua Eugenio Samico - 120 - Casa,Casa Amarela,52070172,Recife,PE,Brasil,81-32693347,CEIC,ceic.adm@gmail.com,,
ASILO JOÃO XXIII,RUA ANTONIO GANHOTO - 45 -,AQUIDABAN,29308250,Cachoeiro de Itapemirim,ES,Brasil,28-35211136,,,,
HOSPITAL E MATERNIDADE SÃO MARCOS,PRAÇA SEBASTIÃO XAVIER - 66 -,CENTRO,75503230,Itumbiara,GO,Brasil,64-3433-0700,,,,
Associação de Proteção a Maternidade e a Infância de Guaíra,Rua Barão do Rio Branco - 165 -,Centro,85980000,Guaíra,PR,Brasil,44-36426104,APMI,jairogotz@hotmail.com,,
Sociedade Pró Ar,Av. Governador Júlio Campos - -,,78550000,Sinop,MT,Brasil,61-84432625,8195115000190,,,
ASSOCIAÇÃO ASSINDES SERMIG,RUA DOUTOR ALMEIDA LIMA - 900 -,MOOCA,3164000,São Paulo,SP,Brasil,11-22920977,ASSINDES SERMIG,arsenaldaesperanca@sermig.org.br,www.arsenaldaesperanca.org.br,62459409000128
Comunidade Terapêutica Vitória,Estrada de Rodagem São Paulo - Bragança Paulista - 517 - Sitio Além do Encanto,Rio Acima,7600000,Mairiporã,SP,Brasil,11-46042455,,,,
FUNDAÇÃO NOSSA SENHORA DAJUDA,RUA DA FETAEMG - S/N -,CENTRO,39912000,Divisópolis,MG,Brasil,33-37241130,HOSPITAL CAPITÃO MARCELINO VICENTE PEREIRA,FUNDACAO_HOSPITAL@HOTMAIL.COM,,
Associação Popular Passaquatrense de Radiodifusão para Desenvolvimento Artístico e Cultural,Rua Doutor Daniel de Carvalho - 345 - Rádio Comunitária,Santa Teresinha,37460000,Passa Quatro,MG,Brasil,35-33714044,Rádio Montanhês FM,,,
Fundação de Integração Social,Avenida Francisco Campos - SN -,Aeroporto,78280000,Mirassol dOeste,MT,Brasil,65-3241-1735,Lar São Vicente de Paula,,,
associação de moradores da itinga,rua paraiba - 100 - praia da itinga,bracuhy,23900000,Angra dos Reis,RJ,Brasil,24-99851801,associação de moradores da itinga,adeildosouza@oi.com.br,,
centro de cultura afro de piabeta,rua dona gertrudes - 105 -,piabeta,25915000,Magé,RJ,Brasil,21-27391040,,,,
Casa da Criança e do Adolescente de Valinhos - Grupo Gente Novo Rumo - CCAVA,Rua Campos Sales - 2188 -,Jardim América II,13272350,Valinhos,SP,Brasil,19-3871-0546,Casa da Criança de Valinhos,casadacriancadevalinhos@hiway.com.br,casadacriancadevalinhos.com.br,54698303000159
Mitra Arquiepiscopal do Rio de Janeiro,Rua da Glória - 446 -,Glória,20241180,Rio de Janeiro,RJ,Brasil,21-2263-5746,,,,
CESDE BRASIL GESTAO TECNOLOGICA,SRTVN QUADRA 701 CONJUNTO C - - ALA B SALA 733,ASA NORTE,70719000,Brasília,DF,Brasil,61-8588231000,,,,
AGREMIAÇÃO ESPÍRITA FRANCISCO DE PAULA,RUA DOS ARAÚJOS - 28 -,TIJUCA,20251000,Rio de Janeiro,RJ,Brasil,21-96890345,,,,
INSTITUTO SÃO PAULO DE CIDADANIA E POLÍTICA,RUA ORISSANGA - 343 -,MIRANDOPOLIS,4052030,São Paulo,SP,Brasil,11-91588727,INSTITUTO SÃO PAULO DE CIDADANIA E POLÍTICA,ISPCIDADANIA@UOL.COM.BR,,
Associação de Senhoras e Asistência Social de Euclides da Cunha,Travessa Maria Quitéria - 5 - casa,Centro,48500000,Euclides da Cunha,BA,Brasil,75-9998-7596,ASEC,liacruz55@hotmail.com,,
LAR DA CRIANÇA DE DIVINOLÂNDIA,PRAÇA DA MATRIZ - S/N - PREDIO,CENTRO,13780000,Divinolândia,SP,Brasil,19-36631629,,,,
Associação Beneficente de Saúde do Noroeste do Paraná,Av. Ipiranga - 3883 -,centro,87501310,Umuarama,PR,Brasil,44-36211299,NOROSPAR,norospar.secretariaexecutiva@bol.com.br,www.norospar.com.br,5866492000116
Associação Musical de Ribeirão Preto,Rua São Sebastião - 1002 -,centro,14015040,Ribeirão Preto,SP,Brasil,16-39314367,Orquestra Sinfônica de Ribeirão Preto,producao@osrp.org.br,www.osrp.org.br,48013585000100
ASSOCIAÇÃO HOSPITAL E MATERNIDADE DOM JOAQUIM,RUA BOTUVERÁ - 202 -,DOM JOAQUIM,88359321,Brusque,SC,Brasil,47-33510035,,,,
Rotary Club Cuiabá CPA,Rua Bahia - 46 - CPA II,Morada da Serra,78055634,Cuiabá,MT,Brasil,65-9994-4246,Rotary Club Cuiabá CPA,joelklima@hotmail.com,,
CENTRO SOCIAL BOQUEIRÃO E BARRA NOVA,RUA PREFEITO WALQUIDES DE SOUZA LIMA - 395 -,BOQUEIRÃO,28990000,Saquarema,RJ,Brasil,22-2653-8663,CENTRO SOCIAL BOQUEIRÃO E BARRA NOVA,csbn@yahoo.com.br,,
SPES - SERVICO SOCIAL DA PAROQUIA SAO PAULO APOSTOLO,R LUIZ ARISTEO NUCCI - 9 -,JARDIM SAO MARCOS,13082210,Campinas,SP,Brasil,19-3246-0921,,,,
CENTRO DE ASSISTENCIA A PESSOA COM DEFICIENCIA,AV JERONIMO MONTEIRO - 240 - ED RURAL BANK SALA 1109,CENTRO,29010002,Vitória,ES,Brasil,27-32224460,UNACES,ceapd.org@terra.com.br,hppt.unaces.hpg.bol.com.br,5468549000129
Fundação Parque Histórico Marechal Manoel Luis Osorio,Av. Salvador França - nº 201 - 3º RCG - Regimento Osorio,Partenon,90690000,Porto Alegre,RS,Brasil,51-33201220,Fundação Parque Osorio,secretaria@osorio.org.br,www.osorio.org.br,87065207000122
Associação Cultural Angra Viva,Rua Irmã Irene - 40 -,Camorim,23900000,Angra dos Reis,RJ,Brasil,24-7835-9645,ACAV,mjfpacheco@uol.com.br,,
MINISTERIO CRISTO É VIDA,RUA PADRE TELEMACO - 129 - SALA 302,CASCADURA,21311050,Rio de Janeiro,RJ,Brasil,21-2229-5721,SOS-VIDA/NUCLEO DE DEFESA DA VIDA,www.sosvida.org.br,,
Associação de Pais e Amigos dos Excepcionais de Cabo Frio,Av Joaquim Nogueira - 571 -,São Cristovão,2890,Cabo Frio,RJ,Brasil,22-2644-1256,,,,
Lar Beneficiente Santo Antonio,Rua Ribeiro Pena - S/N - CASA,Distrito,35530000,Cláudio,MG,Brasil,37-33811683,Asilo da Cachoeira,socialclaudio@yahoo.com.br,,
